sentence,intent,,,,
두부드레싱과 채소샐러드 요리법 좀 가르쳐 줘.,1,,,,
콩나물무침 요리법 추천해 줘.,1,,,,
우엉조림 쉽게 만드는 방법 있어?,1,,,,
바질토마토두부샐러드 요리 레시피 알려줘.,1,,,,
멸치볶음 만드는 과정이 궁금해. 레시피 좀 공유해줘.,1,,,,
갈치무조림 요리하는 법 좀 알려줄 수 있어?,1,,,,
닭불고기 레시피 좀 공유해 줄래?,1,,,,
두부다시마말이 만드는 법 좀 알려줘.,1,,,,
팥칼국수 요리 어떻게 만들어?,1,,,,
오니기리 요리 레시피 알려줘.,1,,,,
스시(니기리즈시) 만드는 과정이 궁금해. 레시피 좀 공유해줘.,1,,,,
노리마키 요리하는 법 좀 알려줄 수 있어?,1,,,,
이나리즈시 레시피 좀 공유해 줄래?,1,,,,
치라시스시 만드는 법 좀 알려줘.,1,,,,
돈부리 요리 어떻게 만들어?,1,,,,
사케동 어떻게 만드는지 가르쳐 줘.,1,,,,
가츠동 재료와 요리법 좀 알려줘.,1,,,,
규동 초보자도 쉽게 만들 수 있는 레시피 있어?,1,,,,
부타동 요리법 좀 가르쳐 줘.,1,,,,
우나쥬 요리법 추천해 줘.,1,,,,
오야코동 쉽게 만드는 방법 있어?,1,,,,
카이센동 요리 레시피 알려줘.,1,,,,
텐동 만드는 과정이 궁금해. 레시피 좀 공유해줘.,1,,,,
산마이니쿠동 요리하는 법 좀 알려줄 수 있어?,1,,,,
오차즈케 레시피 좀 공유해 줄래?,1,,,,
카마메시 만드는 법 좀 알려줘.,1,,,,
"집에서 돈부리 만들고 싶은데, 레시피 알려줄 수 있어?",1,,,,
"친구들과 함께 우동 파티하려는데, 어떻게 만들어야 해?",1,,,,
야외에서 덴푸라 구워 먹으려면 어떻게 해야 돼?,1,,,,
"오늘 저녁에 가라아게 해먹으려는데, 레시피 좀 알려줘.",1,,,,
캠핑 가서 야키토리 해먹으려면 어떻게 해야 해?,1,,,,
"집에서 오코노미야키 만들어 보고 싶은데, 레시피가 필요해.",1,,,,
친구들이랑 타코야키 만들어 먹으려고 해. 레시피 있어?,1,,,,
야외에서 모찌 파티 하려면 어떻게 만들어야 할까?,1,,,,
"집에서 야키소바 해먹으려고 하는데, 레시피 좀 알려줘.",1,,,,
"친구들과 함께 샤브샤브 만들어 먹으려는데, 레시피가 필요해.",1,,,,
야외에서 스키야키 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"집에서 돈가스 만들려고 하는데, 레시피 알려줄 수 있어?",1,,,,
"친구들과 함께 니쿠자가 해먹으려는데, 어떻게 만들어야 해?",1,,,,
"야외에서 오뎅 해먹으려는데, 레시피가 필요해.",1,,,,
집에서 오야코동 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 규동 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 텐동 해먹으려면 어떻게 만들어야 해?,1,,,,
집에서 카츠동 끓여 먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 타마고야키 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 야키이모 구워 먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 고로케 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 우나기동 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 가라아게 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 냉모밀 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 히야시추카 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 탄탄멘 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 미소된장국 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 차완무시 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 하야시라이스 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 도미솥밥 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
타마고야키 요리하는 법 좀 알려줄 수 있어?,1,,,,
카츠동 레시피 좀 공유해 줄래?,1,,,,
규동 만드는 법 좀 알려줘.,1,,,,
라멘 요리 어떻게 만들어?,1,,,,
스키야키 어떻게 만드는지 가르쳐 줘.,1,,,,
덴푸라 재료와 요리법 좀 알려줘.,1,,,,
우동 초보자도 쉽게 만들 수 있는 레시피 있어?,1,,,,
야키토리 요리법 좀 가르쳐 줘.,1,,,,
사시미 요리법 추천해 줘.,1,,,,
가라아게 쉽게 만드는 방법 있어?,1,,,,
"오늘 저녁으로 갈비찜을 먹어볼까 하는데, 어떻게 만들어야 해?",1,,,,
갈비찜 요리 레시피 좀 알려줘.,1,,,,
키리탄포 요리 레시피 알려줘.,1,,,,
우동 만드는 과정이 궁금해. 레시피 좀 공유해줘.,1,,,,
야키우동 요리하는 법 좀 알려줄 수 있어?,1,,,,
소바 레시피 좀 공유해 줄래?,1,,,,
야키소바 만드는 법 좀 알려줘.,1,,,,
소면 요리 어떻게 만들어?,1,,,,
나가시소멘 어떻게 만드는지 가르쳐 줘.,1,,,,
츠케멘 재료와 요리법 좀 알려줘.,1,,,,
모찌 초보자도 쉽게 만들 수 있는 레시피 있어?,1,,,,
키리모찌 요리법 좀 가르쳐 줘.,1,,,,
마루모찌 요리법 추천해 줘.,1,,,,
오조니 쉽게 만드는 방법 있어?,1,,,,
야키모찌 요리 레시피 알려줘.,1,,,,
다이후쿠 만드는 과정이 궁금해. 레시피 좀 공유해줘.,1,,,,
당고 요리하는 법 좀 알려줄 수 있어?,1,,,,
와라비모치 레시피 좀 공유해 줄래?,1,,,,
덴가쿠 만드는 법 좀 알려줘.,1,,,,
야키니쿠 요리 어떻게 만들어?,1,,,,
타코야키 어떻게 만드는지 가르쳐 줘.,1,,,,
오코노미야키 재료와 요리법 좀 알려줘.,1,,,,
돈돈야키 초보자도 쉽게 만들 수 있는 레시피 있어?,1,,,,
몬자야키 요리법 좀 가르쳐 줘.,1,,,,
돈페이야끼 요리법 추천해 줘.,1,,,,
로바타야끼 쉽게 만드는 방법 있어?,1,,,,
덴푸라 요리 레시피 알려줘.,1,,,,
가라아게 만드는 과정이 궁금해. 레시피 좀 공유해줘.,1,,,,
프라이 요리하는 법 좀 알려줄 수 있어?,1,,,,
돈가스 레시피 좀 공유해 줄래?,1,,,,
쿠시카츠 만드는 법 좀 알려줘.,1,,,,
유부 요리 어떻게 만들어?,1,,,,
오뎅나베 어떻게 만드는지 가르쳐 줘.,1,,,,
샤브샤브 재료와 요리법 좀 알려줘.,1,,,,
스키야키 초보자도 쉽게 만들 수 있는 레시피 있어?,1,,,,
부타나베 요리법 좀 가르쳐 줘.,1,,,,
야미나베 요리법 추천해 줘.,1,,,,
요세나베 쉽게 만드는 방법 있어?,1,,,,
창코나베 요리 레시피 알려줘.,1,,,,
도빙무시 만드는 과정이 궁금해. 레시피 좀 공유해줘.,1,,,,
돈지루 요리하는 법 좀 알려줄 수 있어?,1,,,,
사시미 레시피 좀 공유해 줄래?,1,,,,
생선튀김 만드는 법 좀 알려줘.,1,,,,
타타키 요리 어떻게 만들어?,1,,,,
"집에서 시오라멘 만들고 싶은데, 레시피 알려줄 수 있어?",1,,,,
"친구들과 함께 야키우동 파티하려는데, 어떻게 만들어야 해?",1,,,,
야외에서 돈카츠 먹으려면 어떻게 만들어야 돼?,1,,,,
"오늘 저녁에 스키야키 해먹으려는데, 레시피 좀 알려줘.",1,,,,
캠핑 가서 야키소바 해먹으려면 어떻게 해야 해?,1,,,,
"집에서 규카츠 만들어 보고 싶은데, 레시피가 필요해.",1,,,,
친구들이랑 가츠동 만들어 먹으려고 해. 레시피 있어?,1,,,,
야외에서 미소라멘 파티 하려면 어떻게 만들어야 할까?,1,,,,
"집에서 돈부리 해먹으려고 하는데, 레시피 좀 알려줘.",1,,,,
"친구들과 함께 나베 만들어 먹으려는데, 레시피가 필요해.",1,,,,
야외에서 덴뿌라 먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 니쿠만 만들어 먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 시오야키 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 타코야키 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 야키토리 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 나가사키 짬뽕 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 우동 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 오뎅탕 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 우나기 파티하려는데, 어떻게 만들어야 해?",1,,,,
집에서 라멘 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 오코노미야키 만들어 먹으려는데, 레시피가 필요해.",1,,,,
집에서 냉소바 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"집에서 짜장면 만들고 싶은데, 레시피 알려줄 수 있어?",1,,,,
"친구들과 함께 탕수육 파티하려는데, 어떻게 만들어야 해?",1,,,,
야외에서 마파두부 먹으려면 어떻게 만들어야 돼?,1,,,,
"오늘 저녁에 꿔바로우 해먹으려는데, 레시피 좀 알려줘.",1,,,,
캠핑 가서 북경오리 해먹으려면 어떻게 해야 해?,1,,,,
"집에서 짬뽕 만들어 보고 싶은데, 레시피가 필요해.",1,,,,
친구들이랑 양장피 만들어 먹으려고 해. 레시피 있어?,1,,,,
야외에서 군만두 파티 하려면 어떻게 만들어야 할까?,1,,,,
"집에서 잡채밥 해먹으려고 하는데, 레시피 좀 알려줘.",1,,,,
"친구들과 함께 마라탕 만들어 먹으려는데, 레시피가 필요해.",1,,,,
야외에서 샤오롱바오 먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 마라샹궈 만들어 먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 칠리새우 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 어향가지 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 고추잡채 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 팔보채 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 탕후루 만들어 먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 라조기 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 탄탄면 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 멘보샤 만들어 먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 양꼬치 구워 먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 깐풍기 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 차오판 만들어 먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 어향육사 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 탄탄면 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 마라롱샤 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 깐쇼새우 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 탄탄면 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 무스비 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 짬뽕밥 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"집에서 짬뽕 만들고 싶은데, 레시피 알려줄 수 있어?",1,,,,
"친구들과 함께 탕수육 파티하려는데, 어떻게 만들어야 해?",1,,,,
"오늘 저녁에 꿔바로우 해먹으려는데, 레시피 좀 알려줘.",1,,,,
캠핑 가서 북경오리 해먹으려면 어떻게 해야 해?,1,,,,
"집에서 짜장면 만들어 보고 싶은데, 레시피가 필요해.",1,,,,
"친구들과 함께 마라탕 만들어 먹으려는데, 레시피가 필요해.",1,,,,
"친구들과 함께 탕수육 해먹으려는데, 레시피가 필요해.",1,,,,
"집에서 유산슬 만들고 싶은데, 레시피 알려줄 수 있어?",1,,,,
"친구들과 함께 돼지고기 마늘쫑볶음 파티하려는데, 어떻게 만들어야 해?",1,,,,
야외에서 어향육사 먹으려면 어떻게 만들어야 돼?,1,,,,
"오늘 저녁에 오징어튀김 해먹으려는데, 레시피 좀 알려줘.",1,,,,
캠핑 가서 홍샤오로우 해먹으려면 어떻게 해야 해?,1,,,,
"집에서 건두부 볶음 만들어 보고 싶은데, 레시피가 필요해.",1,,,,
친구들이랑 고추잡채 만들어 먹으려고 해. 레시피 있어?,1,,,,
야외에서 탕수육 파티 하려면 어떻게 만들어야 할까?,1,,,,
"집에서 마라롱샤 해먹으려고 하는데, 레시피 좀 알려줘.",1,,,,
"친구들과 함께 훠궈 만들어 먹으려는데, 레시피가 필요해.",1,,,,
야외에서 칠리새우 먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 동파육 만들어 먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 짜사이 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 건두부 냉채 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 꿔바로우 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 마라탕 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 사천식 닭튀김 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 피단두부 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 짜장밥 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 해물짬뽕 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 깐쇼새우 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 무샤오로우 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 소고기 오이볶음 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 마라향구 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 양고기볶음 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 샤오롱바오 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 유린기 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"친구들과 함께 가지볶음 해먹으려는데, 레시피가 필요해.",1,,,,
야외에서 향라새우 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
집에서 탄탄면 해먹으려고 해. 레시피 좀 알려줘.,1,,,,
"집에서 감자탕을 만들고 싶은데, 레시피를 알려주실 수 있나요?",1,,,,
"친구들과 함께 김치찌개 파티를 하려고 하는데, 어떻게 만들어야 하나요?",1,,,,
"야외에서 삼겹살을 구워 먹으려고 하는데, 어떻게 만들어야 할까요?",1,,,,
"오늘 저녁에 된장찌개를 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"캠핑 가서 닭갈비를 해먹으려고 하는데, 어떻게 만들어야 하나요?",1,,,,
"집에서 불고기를 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 비빔밥을 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
야외에서 잡채를 만들어 먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 김밥을 싸려고 하는데, 레시피를 알려주세요.",1,,,,
"친구들과 함께 떡볶이를 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 닭죽을 끓여 먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 김치전을 만들려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 감자전을 만들어 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
야외에서 오삼불고기를 해먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 콩나물국밥을 만들려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"친구들과 함께 불고기 덮밥을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 제육볶음을 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"집에서 순두부찌개를 끓이려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 북엇국을 끓여 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 파전을 만들어 먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 오징어볶음을 해먹으려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 부대찌개를 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 순대볶음을 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"집에서 도토리묵 무침을 만들려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"친구들과 낙지볶음을 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 감자샐러드를 만들어 먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 소불고기를 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"친구들과 함께 조개찜을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 잡채밥을 해먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 된장국을 끓여 먹으려고 하는데, 레시피를 알려주실래요?",1,,,,
"집에서 불고기를 만들어보고 싶은데, 레시피를 알려주실 수 있나요?",1,,,,
"친구들과 함께 제육볶음을 만들어 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
"야외에서 된장찌개를 끓여 먹으려고 하는데, 어떻게 해야 할까요?",1,,,,
"오늘 저녁에 콩나물국을 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"캠핑 가서 닭볶음탕을 해먹으려고 하는데, 어떻게 만들어야 하나요?",1,,,,
"집에서 갈비찜을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 해물파전을 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
야외에서 김치볶음을 만들어 먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 돼지갈비를 구우려고 하는데, 레시피를 알려주세요.",1,,,,
"친구들과 함께 낙지볶음을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 육개장을 끓여 먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 깍두기를 담그려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 부추전을 만들어 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
야외에서 오이무침을 해먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 동태찌개를 끓이려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"친구들과 함께 북어국을 끓여 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 삼계탕을 끓여 먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 수육을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 깻잎전을 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 돼지불백을 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"집에서 닭죽을 끓이려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 도토리묵을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 두부조림을 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"집에서 오징어볶음을 해먹으려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 순대국을 끓여 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 돼지두루치를 해먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 매운갈비찜을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 깍두기를 담그려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 부추전을 만들어 먹으려고 하는데, 레시피를 알려주실래요?",1,,,,
"집에서 호박죽을 끓이려고 하는데, 레시피를 알려주실래요?",1,,,,
"집에서 수제비를 만들어보고 싶은데, 레시피를 알려주실 수 있나요?",1,,,,
"친구들과 함께 쑥국을 만들어 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
"야외에서 추어탕을 끓여 먹으려고 하는데, 어떻게 해야 할까요?",1,,,,
"오늘 저녁에 가자미조림을 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"캠핑 가서 꼬막비빔밥을 해먹으려고 하는데, 어떻게 만들어야 하나요?",1,,,,
"집에서 감자전골을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 다슬기 수제비를 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
야외에서 콩비지를 만들어 먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 도라지볶음을 하려고 하는데, 레시피를 알려주세요.",1,,,,
"친구들과 함께 청국장찌개를 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 명란젓 무침을 해먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 도토리묵밥을 만들려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 참외김치를 담그려고 하는데, 어떻게 해야 하나요?",1,,,,
야외에서 장어탕을 끓여 먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 달래장을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 더덕구이를 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 홍어무침을 해먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 오이소박이를 담그려고 하는데, 레시피를 알려주세요.",1,,,,
"친구들과 함께 톳나물 무침을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 가리비찜을 해먹으려고 하는데, 레시피를 알려주실래요?",1,,,,
"집에서 쑥버무리를 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 청어알젓을 담그려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 고추장을 만들려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 도라지 나물 무침을 하려고 하는데, 레시피를 알려주세요.",1,,,,
"친구들과 함께 동태국을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 참게탕을 끓여 먹으려고 하는데, 레시피를 알려주실래요?",1,,,,
"집에서 우엉조림을 하려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 고구마순 볶음을 만들어 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
"야외에서 미더덕찜을 해먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 홍합탕을 끓여 먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"집에서 참나물 무침을 만들어보고 싶은데, 레시피를 알려주실 수 있나요?",1,,,,
"친구들과 함께 고추장아찌를 담그려고 하는데, 어떻게 해야 하나요?",1,,,,
"야외에서 꽁치조림을 해먹으려고 하는데, 어떻게 해야 할까요?",1,,,,
"오늘 저녁에 호박전을 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"캠핑 가서 참게장 해먹으려고 하는데, 어떻게 만들어야 하나요?",1,,,,
"집에서 곤드레나물밥을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 더덕 무침을 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
야외에서 마늘쫑볶음을 만들어 먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 동치미를 담그려고 하는데, 레시피를 알려주세요.",1,,,,
"친구들과 함께 깻잎순볶음을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 콩나물찜을 해먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 열무김치를 담그려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 황태국을 끓여 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
야외에서 갈치조림을 해먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 무말랭이를 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 열무비빔밥을 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
야외에서 매생이국을 끓여 먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 쑥떡을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 고사리나물을 무쳐 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 두릅무침을 해먹으려고 하는데, 레시피를 알려주실래요?",1,,,,
"집에서 메밀전병을 만들어보고 싶은데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 닭도리탕을 해먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 냉면을 만들어 먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 참나물김치를 담그려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 시래기조림을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 매운 어묵탕을 끓여 먹으려고 하는데, 레시피를 알려주실래요?",1,,,,
"집에서 멸치볶음을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 두부김치를 만들어 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
"야외에서 오징어채 볶음을 해먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 콩자반을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"집에서 콩나물밥을 만들어보고 싶은데, 레시피를 알려주실 수 있나요?",1,,,,
"친구들과 함께 오곡밥을 만들어 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
"야외에서 감자수제비를 해먹으려고 하는데, 어떻게 해야 할까요?",1,,,,
"오늘 저녁에 흑임자죽을 해먹으려고 하는데, 레시피를 알려주세요.",1,,,,
"캠핑 가서 동치미막국수를 해먹으려고 하는데, 어떻게 만들어야 하나요?",1,,,,
"집에서 다시마냉국을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 채소국수를 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
야외에서 해물국수를 해먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 두부조개탕을 하려고 하는데, 레시피를 알려주세요.",1,,,,
"친구들과 함께 무맑은국을 끓여 먹으려고 하는데, 레시피가 필요해요.",1,,,,
"야외에서 미역냉국을 해먹으려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
"집에서 재첩국을 만들려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 갈치무조림을 만들어 먹으려고 하는데, 어떻게 해야 하나요?",1,,,,
야외에서 닭불고기를 해먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 팥칼국수를 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 양배추말이찜을 만들어 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
야외에서 오징어불고기를 해먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 두부다시마말이를 만들어보고 싶은데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 오색주먹밥도시락을 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
야외에서 홍합꼬치구이를 해먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 굴깍두기를 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 나박김치를 담그려고 하는데, 레시피를 알 수 있을까요?",1,,,,
야외에서 조기매운탕을 해먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 아구탕을 끓이려고 하는데, 레시피를 알려주실래요?",1,,,,
"친구들과 함께 우거지된장찌개를 만들어 먹으려고 하는데, 레시피가 필요해요.",1,,,,
야외에서 선지국을 끓여 먹으려면 어떻게 해야 하나요?,1,,,,
"집에서 곰탕을 만들어보고 싶은데, 레시피를 알려주시겠어요?",1,,,,
"친구들과 함께 도가니탕을 끓여 먹으려고 하는데, 레시피를 알 수 있을까요?",1,,,,
"야외에서 백김치를 담그려고 하는데, 레시피를 알려주실 수 있나요?",1,,,,
